,Inverse Document Frequency
aane,-0.6931471805599453
aanewala,-0.6931471805599453
aaney,-0.6931471805599453
aangan,-0.6931471805599453
aani,-0.6931471805599453
aankh,-0.6931471805599453
aankhe,-0.6931471805599453
aankhein,-0.6931471805599453
aankhen,-0.6931471805599453
aankhirat,-0.6931471805599453
aankho,-0.6931471805599453
aankhon,-0.6931471805599453
aankon,-0.6931471805599453
aanna,-0.6931471805599453
aanne,-0.6931471805599453
aanshi,-0.6931471805599453
aansoo,-0.6931471805599453
aansu,-0.6931471805599453
aantrik,-0.6931471805599453
aanu,-0.6931471805599453
aanumati,-0.6931471805599453
aao,-0.6931471805599453
aaoge,-0.6931471805599453
aaokat,-0.6931471805599453
aaow,-0.6931471805599453
aap,-0.6931471805599453
aapan,-0.6931471805599453
aapas,-0.6931471805599453
aapcheater,-0.6931471805599453
aapda,-0.6931471805599453
aapfundingscam,-0.6931471805599453
aapians,-0.6931471805599453
aapie,-0.6931471805599453
aapilley,-0.6931471805599453
aapiya,-0.6931471805599453
aapiyo,-0.6931471805599453
aapj,-0.6931471805599453
aapji,-0.6931471805599453
aapk,-0.6931471805599453
aapka,-0.6931471805599453
aapkacm,-0.6931471805599453
aapkasaat,-0.6931471805599453
aapke,-0.6931471805599453
aapkey,-0.6931471805599453
aapki,-0.6931471805599453
aapkia,-0.6931471805599453
aapkidelhi,-0.6931471805599453
aapkidilli,-0.6931471805599453
aapkisarkar,-0.6931471805599453
aapkishapath,-0.6931471805599453
aapko,-0.6931471805599453
aapkorecharge,-0.6931471805599453
aaplog,-0.6931471805599453
aapn,-0.6931471805599453
aapna,-0.6931471805599453
aapne,-0.6931471805599453
aapnea,-0.6931471805599453
aapney,-0.6931471805599453
aapni,-0.6931471805599453
aapnu,-0.6931471805599453
aapocalypse,-0.6931471805599453
aappsunami,-0.6931471805599453
aapsabhi,-0.6931471805599453
aapse,-0.6931471805599453
aapsolute,-0.6931471805599453
aapstorm,-0.6931471805599453
aapsweep,-0.6931471805599453
aapsweptdelhi,-0.6931471805599453
aapsy,-0.6931471805599453
aaptak,-0.6931471805599453
aaptard,-0.6931471805599453
aaptards,-0.6931471805599453
aapthistime,-0.6931471805599453
aaptho,-0.6931471805599453
aaptsunami,-0.6931471805599453
aapwinsdelhi,-0.6931471805599453
aara,-0.6931471805599453
aaraha,-0.6931471805599453
aarahe,-0.6931471805599453
aarakshit,-0.6931471805599453
aaram,-0.6931471805599453
aaray,-0.6931471805599453
aarha,-0.6931471805599453
aarhe,-0.6931471805599453
aari,-0.6931471805599453
aaron,-0.6931471805599453
aarop,-0.6931471805599453
aaropi,-0.6931471805599453
aaroplgaa,-0.6931471805599453
aaropo,-0.6931471805599453
aarthik,-0.6931471805599453
aarti,-0.6931471805599453
aarzoo,-0.6931471805599453
aas,-0.6931471805599453
aasa,-0.6931471805599453
aasaan,-0.6931471805599453
aasaani,-0.6931471805599453
aasaiya,-0.6931471805599453
aasam,-0.6931471805599453
aasamiyoun,-0.6931471805599453
aasan,-0.6931471805599453
aase,-0.6931471805599453
aasg,-0.6931471805599453
aasha,-0.6931471805599453
aashiq,-0.6931471805599453
aashiqui,-0.6931471805599453
aasi,-0.6931471805599453
aasmaan,-0.6931471805599453
aaspas,-0.6931471805599453
aasra,-0.6931471805599453
aasraaa,-0.6931471805599453
aasteliya,-0.6931471805599453
aasu,-0.6931471805599453
aasuo,-0.6931471805599453
aat,-0.6931471805599453
aata,-0.6931471805599453
aatam,-0.6931471805599453
aatankbadi,-0.6931471805599453
aate,-0.6931471805599453
aath,-0.6931471805599453
aathe,-0.6931471805599453
aati,-0.6931471805599453
aatm,-0.6931471805599453
aatma,-0.6931471805599453
aatnki,-0.6931471805599453
aaty,-0.6931471805599453
aatyachaar,-0.6931471805599453
aau,-0.6931471805599453
aauga,-0.6931471805599453
aaulade,-0.6931471805599453
aaunga,-0.6931471805599453
aaungi,-0.6931471805599453
aavantan,-0.6931471805599453
aavo,-0.6931471805599453
aavoge,-0.6931471805599453
aawaj,-0.6931471805599453
aawaz,-0.6931471805599453
aawunga,-0.6931471805599453
aaya,-0.6931471805599453
aayaa,-0.6931471805599453
aayas,-0.6931471805599453
aaye,-0.6931471805599453
aayee,-0.6931471805599453
aayeg,-0.6931471805599453
aayega,-0.6931471805599453
aayege,-0.6931471805599453
aayegi,-0.6931471805599453
aayegye,-0.6931471805599453
aayeh,-0.6931471805599453
aayenga,-0.6931471805599453
aayenge,-0.6931471805599453
aayengey,-0.6931471805599453
aayengi,-0.6931471805599453
aayesha,-0.6931471805599453
aayeye,-0.6931471805599453
aayga,-0.6931471805599453
aayi,-0.6931471805599453
aayien,-0.6931471805599453
aaynge,-0.6931471805599453
aayog,-0.6931471805599453
aayoge,-0.6931471805599453
aayyiiii,-0.6931471805599453
aaz,-0.6931471805599453
aazaadiii,-0.6931471805599453
aazadi,-0.6931471805599453
ab,-0.6931471805599453
aba,-0.6931471805599453
abaadi,-0.6931471805599453
abad,-0.6931471805599453
abaki,-0.6931471805599453
abandon,-0.6931471805599453
abandoned,-0.6931471805599453
abang,-0.6931471805599453
abastillas,-0.6931471805599453
abay,-0.6931471805599453
abb,-0.6931471805599453
abba,-0.6931471805599453
abbas,-0.6931471805599453
abbe,-0.6931471805599453
abbi,-0.6931471805599453
abbott,-0.6931471805599453
abbreviation,-0.6931471805599453
abbu,-0.6931471805599453
abc,-0.6931471805599453
abd,-0.6931471805599453
abdication,-0.6931471805599453
abdul,-0.6931471805599453
abe,-0.6931471805599453
aberdeen,-0.6931471805599453
abey,-0.6931471805599453
abh,-0.6931471805599453
abha,-0.6931471805599453
abhari,-0.6931471805599453
abhe,-0.6931471805599453
abhi,-0.6931471805599453
abhiii,-0.6931471805599453
abhijeet,-0.6931471805599453
abhijit,-0.6931471805599453
abhinav,-0.6931471805599453
abhishek,-0.6931471805599453
abhisheksheel,-0.6931471805599453
abhiyaan,-0.6931471805599453
abhiyan,-0.6931471805599453
abhutpurva,-0.6931471805599453
abhyn,-0.6931471805599453
abi,-0.6931471805599453
abibi,-0.6931471805599453
abigayle,-0.6931471805599453
abilities,-0.6931471805599453
ability,-0.6931471805599453
abisaap,-0.6931471805599453
abishek,-0.6931471805599453
abitabh,-0.6931471805599453
abitna,-0.6931471805599453
abke,-0.6931471805599453
abki,-0.6931471805599453
abkibaarbedisarkaar,-0.6931471805599453
abkibaarmahilacm,-0.6931471805599453
abkibarbedisarkar,-0.6931471805599453
abl,-0.6931471805599453
able,-0.6931471805599453
abled,-0.6931471805599453
ableg,-0.6931471805599453
aboard,-0.6931471805599453
aboud,-0.6931471805599453
about,-0.6931471805599453
aboutg,-0.6931471805599453
abouthim,-0.6931471805599453
abouut,-0.6931471805599453
above,-0.6931471805599453
abp,-0.6931471805599453
abravrrkwh,-0.6931471805599453
abroad,-0.6931471805599453
abrocks,-0.6931471805599453
abs,-0.6931471805599453
absconding,-0.6931471805599453
abse,-0.6931471805599453
absence,-0.6931471805599453
absent,-0.6931471805599453
absolute,-0.6931471805599453
absolutely,-0.6931471805599453
abt,-0.6931471805599453
abtak,-0.6931471805599453
abto,-0.6931471805599453
abu,-0.6931471805599453
abuse,-0.6931471805599453
abused,-0.6931471805599453
abusing,-0.6931471805599453
abusive,-0.6931471805599453
abve,-0.6931471805599453
abvi,-0.6931471805599453
abvp,-0.6931471805599453
aby,-0.6931471805599453
ac,-0.6931471805599453
aca,-0.6931471805599453
academia,-0.6931471805599453
academic,-0.6931471805599453
academy,-0.6931471805599453
acc,-0.6931471805599453
accche,-0.6931471805599453
acceleration,-0.6931471805599453
accelerator,-0.6931471805599453
accents,-0.6931471805599453
accept,-0.6931471805599453
acceptable,-0.6931471805599453
accepted,-0.6931471805599453
acceptg,-0.6931471805599453
accesories,-0.6931471805599453
access,-0.6931471805599453
accha,-0.6931471805599453
acche,-0.6931471805599453
acchedin,-0.6931471805599453
acchee,-0.6931471805599453
acchey,-0.6931471805599453
acchha,-0.6931471805599453
acchi,-0.6931471805599453
accho,-0.6931471805599453
accident,-0.6931471805599453
accidentally,-0.6931471805599453
accoeding,-0.6931471805599453
accolades,-0.6931471805599453
accommodation,-0.6931471805599453
accompanied,-0.6931471805599453
accomplished,-0.6931471805599453
accont,-0.6931471805599453
accord,-0.6931471805599453
according,-0.6931471805599453
account,-0.6931471805599453
accounting,-0.6931471805599453
accounts,-0.6931471805599453
accout,-0.6931471805599453
accpt,-0.6931471805599453
accredated,-0.6931471805599453
acct,-0.6931471805599453
accurate,-0.6931471805599453
accused,-0.6931471805599453
ace,-0.6931471805599453
acept,-0.6931471805599453
aceptable,-0.6931471805599453
ach,-0.6931471805599453
acha,-0.6931471805599453
achaa,-0.6931471805599453
achaanak,-0.6931471805599453
achai,-0.6931471805599453
achanak,-0.6931471805599453
achcha,-0.6931471805599453
achche,-0.6931471805599453
achchedin,-0.6931471805599453
achchha,-0.6931471805599453
achchhakarya,-0.6931471805599453
achchhe,-0.6931471805599453
achchi,-0.6931471805599453
ache,-0.6931471805599453
achedinaagayehai,-0.6931471805599453
acheedin,-0.6931471805599453
achha,-0.6931471805599453
achhaee,-0.6931471805599453
achhe,-0.6931471805599453
achhey,-0.6931471805599453
achhi,-0.6931471805599453
achi,-0.6931471805599453
achieve,-0.6931471805599453
achievement,-0.6931471805599453
achievements,-0.6931471805599453
achii,-0.6931471805599453
acho,-0.6931471805599453
achondroplasia,-0.6931471805599453
achya,-0.6931471805599453
acid,-0.6931471805599453
acidity,-0.6931471805599453
acknowledged,-0.6931471805599453
acm,-0.6931471805599453
acne,-0.6931471805599453
acorn,-0.6931471805599453
acount,-0.6931471805599453
acoustic,-0.6931471805599453
acp,-0.6931471805599453
acpt,-0.6931471805599453
acquired,-0.6931471805599453
acquisition,-0.6931471805599453
acre,-0.6931471805599453
across,-0.6931471805599453
acsept,-0.6931471805599453
act,-0.6931471805599453
acta,-0.6931471805599453
actar,-0.6931471805599453
acter,-0.6931471805599453
acters,-0.6931471805599453
acting,-0.6931471805599453
action,-0.6931471805599453
actions,-0.6931471805599453
activate,-0.6931471805599453
active,-0.6931471805599453
activist,-0.6931471805599453
activists,-0.6931471805599453
activities,-0.6931471805599453
actng,-0.6931471805599453
actor,-0.6931471805599453
actors,-0.6931471805599453
actres,-0.6931471805599453
actress,-0.6931471805599453
acts,-0.6931471805599453
actual,-0.6931471805599453
actually,-0.6931471805599453
actualy,-0.6931471805599453
actully,-0.6931471805599453
ad,-0.6931471805599453
ada,-0.6931471805599453
adaa,-0.6931471805599453
adaayein,-0.6931471805599453
adab,-0.6931471805599453
adal,-0.6931471805599453
adalet,-0.6931471805599453
adam,-0.6931471805599453
adami,-0.6931471805599453
adams,-0.6931471805599453
adani,-0.6931471805599453
adapter,-0.6931471805599453
adarsh,-0.6931471805599453
adat,-0.6931471805599453
adath,-0.6931471805599453
add,-0.6931471805599453
addd,-0.6931471805599453
adddd,-0.6931471805599453
added,-0.6931471805599453
addha,-0.6931471805599453
addicted,-0.6931471805599453
addiction,-0.6931471805599453
adding,-0.6931471805599453
additi,-0.6931471805599453
additional,-0.6931471805599453
addme,-0.6931471805599453
addmission,-0.6931471805599453
address,-0.6931471805599453
addressed,-0.6931471805599453
addresses,-0.6931471805599453
adelson,-0.6931471805599453
adequate,-0.6931471805599453
adha,-0.6931471805599453
adhe,-0.6931471805599453
adhi,-0.6931471805599453
adhigrahan,-0.6931471805599453
adhik,-0.6931471805599453
adhikar,-0.6931471805599453
adhikario,-0.6931471805599453
adhmi,-0.6931471805599453
adhura,-0.6931471805599453
adidas,-0.6931471805599453
adigrahan,-0.6931471805599453
adik,-0.6931471805599453
adikar,-0.6931471805599453
aditya,-0.6931471805599453
adityanath,-0.6931471805599453
adm,-0.6931471805599453
adme,-0.6931471805599453
admi,-0.6931471805599453
admin,-0.6931471805599453
administration,-0.6931471805599453
admins,-0.6931471805599453
admire,-0.6931471805599453
admisn,-0.6931471805599453
admission,-0.6931471805599453
admissions,-0.6931471805599453
admissn,-0.6931471805599453
admit,-0.6931471805599453
admitd,-0.6931471805599453
admits,-0.6931471805599453
admitted,-0.6931471805599453
admn,-0.6931471805599453
admo,-0.6931471805599453
adms,-0.6931471805599453
admsn,-0.6931471805599453
adnan,-0.6931471805599453
adne,-0.6931471805599453
adope,-0.6931471805599453
adorable,-0.6931471805599453
adore,-0.6931471805599453
adored,-0.6931471805599453
adrak,-0.6931471805599453
adress,-0.6931471805599453
ads,-0.6931471805599453
adt,-0.6931471805599453
adult,-0.6931471805599453
adulterous,-0.6931471805599453
adults,-0.6931471805599453
adv,-0.6931471805599453
advaance,-0.6931471805599453
advanc,-0.6931471805599453
advance,-0.6931471805599453
advanced,-0.6931471805599453
advanture,-0.6931471805599453
advce,-0.6931471805599453
advenced,-0.6931471805599453
adventures,-0.6931471805599453
advertise,-0.6931471805599453
advertisement,-0.6931471805599453
advertises,-0.6931471805599453
advertising,-0.6931471805599453
advertisment,-0.6931471805599453
advice,-0.6931471805599453
advise,-0.6931471805599453
advocate,-0.6931471805599453
advocates,-0.6931471805599453
advt,-0.6931471805599453
ae,-0.6931471805599453
aega,-0.6931471805599453
aege,-0.6931471805599453
aegi,-0.6931471805599453
aehsan,-0.6931471805599453
aek,-0.6931471805599453
aenge,-0.6931471805599453
aengi,-0.6931471805599453
aerial,-0.6931471805599453
aesa,-0.6931471805599453
aese,-0.6931471805599453
aesi,-0.6931471805599453
aesop,-0.6931471805599453
aey,-0.6931471805599453
afar,-0.6931471805599453
afc,-0.6931471805599453
affair,-0.6931471805599453
affairs,-0.6931471805599453
affairsg,-0.6931471805599453
affected,-0.6931471805599453
affecting,-0.6931471805599453
affection,-0.6931471805599453
affectionate,-0.6931471805599453
affidavit,-0.6931471805599453
afford,-0.6931471805599453
afgvsco,-0.6931471805599453
afiz,-0.6931471805599453
afl,-0.6931471805599453
afp,-0.6931471805599453
afr,-0.6931471805599453
afraid,-0.6931471805599453
afreeka,-0.6931471805599453
africa,-0.6931471805599453
african,-0.6931471805599453
africans,-0.6931471805599453
afridi,-0.6931471805599453
afsos,-0.6931471805599453
aftari,-0.6931471805599453
after,-0.6931471805599453
afterno,-0.6931471805599453
afternoon,-0.6931471805599453
afterwards,-0.6931471805599453
afterwork,-0.6931471805599453
aftr,-0.6931471805599453
aftrall,-0.6931471805599453
afva,-0.6931471805599453
afwa,-0.6931471805599453
afwah,-0.6931471805599453
afwahe,-0.6931471805599453
ag,-0.6931471805599453
aga,-0.6931471805599453
agaar,-0.6931471805599453
agae,-0.6931471805599453
agah,-0.6931471805599453
agai,-0.6931471805599453
again,-0.6931471805599453
against,-0.6931471805599453
againt,-0.6931471805599453
agakaari,-0.6931471805599453
agar,-0.6931471805599453
agarbatti,-0.6931471805599453
agay,-0.6931471805599453
agaya,-0.6931471805599453
agaye,-0.6931471805599453
agayeghaziabad,-0.6931471805599453
agayi,-0.6931471805599453
agdin,-0.6931471805599453
age,-0.6931471805599453
aged,-0.6931471805599453
agee,-0.6931471805599453
agencies,-0.6931471805599453
agency,-0.6931471805599453
agenda,-0.6931471805599453
agendas,-0.6931471805599453
agent,-0.6931471805599453
agento,-0.6931471805599453
ager,-0.6931471805599453
ages,-0.6931471805599453
agese,-0.6931471805599453
agesssss,-0.6931471805599453
agey,-0.6931471805599453
aggarwal,-0.6931471805599453
aggression,-0.6931471805599453
aggressive,-0.6931471805599453
aggrieved,-0.6931471805599453
agia,-0.6931471805599453
agin,-0.6931471805599453
agitation,-0.6931471805599453
agla,-0.6931471805599453
agle,-0.6931471805599453
agli,-0.6931471805599453
agn,-0.6931471805599453
agnst,-0.6931471805599453
ago,-0.6931471805599453
agr,-0.6931471805599453
agra,-0.6931471805599453
agrawal,-0.6931471805599453
agree,-0.6931471805599453
agreed,-0.6931471805599453
agreeing,-0.6931471805599453
agriculture,-0.6931471805599453
agriculturesector,-0.6931471805599453
agya,-0.6931471805599453
agyakaari,-0.6931471805599453
agye,-0.6931471805599453
agyei,-0.6931471805599453
agyi,-0.6931471805599453
ah,-0.6931471805599453
ahaa,-0.6931471805599453
ahaaan,-0.6931471805599453
ahaan,-0.6931471805599453
ahah,-0.6931471805599453
ahaha,-0.6931471805599453
ahahahahahaha,-0.6931471805599453
aham,-0.6931471805599453
ahana,-0.6931471805599453
ahankaar,-0.6931471805599453
ahankar,-0.6931471805599453
ahead,-0.6931471805599453
ahemdabad,-0.6931471805599453
aheveafefv,-0.6931471805599453
ahh,-0.6931471805599453
ahhh,-0.6931471805599453
ahhhhaaa,-0.6931471805599453
ahhhhh,-0.6931471805599453
ahhhhhh,-0.6931471805599453
ahikhar,-0.6931471805599453
ahly,-0.6931471805599453
ahmadi,-0.6931471805599453
ahmed,-0.6931471805599453
ahmedabad,-0.6931471805599453
aho,-0.6931471805599453
ahoy,-0.6931471805599453
ahoyie,-0.6931471805599453
ahsas,-0.6931471805599453
ahshano,-0.6931471805599453
ahttp,-0.6931471805599453
ahuja,-0.6931471805599453
ai,-0.6931471805599453
aiadmk,-0.6931471805599453
aib,-0.6931471805599453
aibroast,-0.6931471805599453
aicc,-0.6931471805599453
aid,-0.6931471805599453
aide,-0.6931471805599453
aids,-0.6931471805599453
aieeeeeeeee,-0.6931471805599453
aig,-0.6931471805599453
aight,-0.6931471805599453
aiiiyeeeee,-0.6931471805599453
aiim,-0.6931471805599453
aik,-0.6931471805599453
aillaa,-0.6931471805599453
aim,-0.6931471805599453
aiming,-0.6931471805599453
aimlessly,-0.6931471805599453
aims,-0.6931471805599453
ain,-0.6931471805599453
ainge,-0.6931471805599453
ainsworth,-0.6931471805599453
aint,-0.6931471805599453
aints,-0.6931471805599453
ainvayi,-0.6931471805599453
aio,-0.6931471805599453
aip,-0.6931471805599453
aipka,-0.6931471805599453
aipko,-0.6931471805599453
aipmt,-0.6931471805599453
air,-0.6931471805599453
aircraft,-0.6931471805599453
aired,-0.6931471805599453
airing,-0.6931471805599453
airport,-0.6931471805599453
airportg,-0.6931471805599453
airtime,-0.6931471805599453
aisa,-0.6931471805599453
aisay,-0.6931471805599453
aise,-0.6931471805599453
aisee,-0.6931471805599453
aisehi,-0.6931471805599453
aish,-0.6931471805599453
aishwarya,-0.6931471805599453
aisi,-0.6931471805599453
aisii,-0.6931471805599453
aisle,-0.6931471805599453
aisslam,-0.6931471805599453
aisy,-0.6931471805599453
aivi,-0.6931471805599453
aiya,-0.6931471805599453
aiye,-0.6931471805599453
aiyer,-0.6931471805599453
aiyo,-0.6931471805599453
aj,-0.6931471805599453
aja,-0.6931471805599453
ajaaoo,-0.6931471805599453
ajab,-0.6931471805599453
ajad,-0.6931471805599453
ajana,-0.6931471805599453
ajao,-0.6931471805599453
ajaona,-0.6931471805599453
ajata,-0.6931471805599453
ajatak,-0.6931471805599453
ajate,-0.6931471805599453
ajati,-0.6931471805599453
ajaunga,-0.6931471805599453
ajaw,-0.6931471805599453
ajax,-0.6931471805599453
ajay,-0.6931471805599453
ajaya,-0.6931471805599453
ajayegi,-0.6931471805599453
ajaygi,-0.6931471805599453
aje,-0.6931471805599453
ajee,-0.6931471805599453
ajeeb,-0.6931471805599453
ajesh,-0.6931471805599453
ajhooo,-0.6931471805599453
aji,-0.6931471805599453
ajib,-0.6931471805599453
ajinkya,-0.6931471805599453
ajit,-0.6931471805599453
ajiv,-0.6931471805599453
ajj,-0.6931471805599453
ajji,-0.6931471805599453
ajkal,-0.6931471805599453
ajkirat,-0.6931471805599453
ajkl,-0.6931471805599453
ajmaker,-0.6931471805599453
ajo,-0.6931471805599453
ajoa,-0.6931471805599453
ajooba,-0.6931471805599453
ajtak,-0.6931471805599453
ajubaa,-0.6931471805599453
ak,-0.6931471805599453
aka,-0.6931471805599453
akal,-0.6931471805599453
akali,-0.6931471805599453
akansha,-0.6931471805599453
akar,-0.6931471805599453
akbaar,-0.6931471805599453
akbar,-0.6931471805599453
akbarudin,-0.6931471805599453
akda,-0.6931471805599453
akdam,-0.6931471805599453
akdum,-0.6931471805599453
ake,-0.6931471805599453
akela,-0.6931471805599453
akele,-0.6931471805599453
akeli,-0.6931471805599453
akella,-0.6931471805599453
akh,-0.6931471805599453
akhand,-0.6931471805599453
akhayee,-0.6931471805599453
akhbaar,-0.6931471805599453
akhe,-0.6931471805599453
akheer,-0.6931471805599453
akher,-0.6931471805599453
akhil,-0.6931471805599453
akhilesh,-0.6931471805599453
akhir,-0.6931471805599453
akhirat,-0.6931471805599453
akhirkar,-0.6931471805599453
akhri,-0.6931471805599453
akhtar,-0.6931471805599453
aki,-0.6931471805599453
akib,-0.6931471805599453
akka,-0.6931471805599453
akkd,-0.6931471805599453
akki,-0.6931471805599453
akkisingg,-0.6931471805599453
akl,-0.6931471805599453
akmal,-0.6931471805599453
akmalbrothers,-0.6931471805599453
ako,-0.6931471805599453
akram,-0.6931471805599453
aksar,-0.6931471805599453
akshar,-0.6931471805599453
akshara,-0.6931471805599453
aksharahaasan,-0.6931471805599453
akshat,-0.6931471805599453
akshay,-0.6931471805599453
akshaykanitkar,-0.6931471805599453
akshit,-0.6931471805599453
akshita,-0.6931471805599453
aksle,-0.6931471805599453
akther,-0.6931471805599453
al,-0.6931471805599453
ala,-0.6931471805599453
aladin,-0.6931471805599453
alag,-0.6931471805599453
alah,-0.6931471805599453
alaikom,-0.6931471805599453
alaikum,-0.6931471805599453
alamitos,-0.6931471805599453
alan,-0.6931471805599453
alas,-0.6931471805599453
alava,-0.6931471805599453
alawa,-0.6931471805599453
alaykum,-0.6931471805599453
albany,-0.6931471805599453
albatta,-0.6931471805599453
albert,-0.6931471805599453
albina,-0.6931471805599453
albinism,-0.6931471805599453
album,-0.6931471805599453
albums,-0.6931471805599453
alchol,-0.6931471805599453
alcohol,-0.6931471805599453
alcoholic,-0.6931471805599453
aldrich,-0.6931471805599453
ale,-0.6931471805599453
alekom,-0.6931471805599453
alekum,-0.6931471805599453
alena,-0.6931471805599453
alert,-0.6931471805599453
alesso,-0.6931471805599453
alex,-0.6931471805599453
alexander,-0.6931471805599453
alexandria,-0.6931471805599453
alfc,-0.6931471805599453
alfred,-0.6931471805599453
alfredos,-0.6931471805599453
alg,-0.6931471805599453
algo,-0.6931471805599453
algorithmg,-0.6931471805599453
alha,-0.6931471805599453
ali,-0.6931471805599453
alia,-0.6931471805599453
alice,-0.6931471805599453
alicia,-0.6931471805599453
alien,-0.6931471805599453
aliens,-0.6931471805599453
aligarh,-0.6931471805599453
alignment,-0.6931471805599453
alike,-0.6931471805599453
alikum,-0.6931471805599453
alisha,-0.6931471805599453
alittle,-0.6931471805599453
alive,-0.6931471805599453
aliya,-0.6931471805599453
alkas,-0.6931471805599453
alkhol,-0.6931471805599453
all,-0.6931471805599453
alla,-0.6931471805599453
allah,-0.6931471805599453
